Date,Open,High,Low,Close,Adj Close,Volume,DayN,Year,Month,Date,Day
30/11/2020,7223.75,7223.75,7127.799805,7184.75,7184.75,34187800,235,2020,11,30,0
01/12/2020,7184.649902,7283.47998,7158.919922,7229.799805,7229.799805,42527500,236,2020,12,1,1
02/12/2020,7228.830078,7228.830078,7135.040039,7193.419922,7193.419922,30521700,237,2020,12,2,2
03/12/2020,7194,7405.870117,7154.100098,7339.810059,7339.810059,31821400,238,2020,12,3,3
04/12/2020,7340.009766,7513.109863,7339.580078,7513.109863,7513.109863,48701500,239,2020,12,4,4
07/12/2020,7516.100098,7516.100098,7411.75,7471.529785,7471.529785,30447200,240,2020,12,7,0
08/12/2020,7471.529785,7488.879883,7411.899902,7476.450195,7476.450195,30585100,241,2020,12,8,1
09/12/2020,7476.549805,7500.450195,7413.129883,7427.279785,7427.279785,21199300,242,2020,12,9,2
10/12/2020,7427.430176,7452.350098,7353.330078,7399.419922,7399.419922,33656600,243,2020,12,10,3
11/12/2020,7399.569824,7399.569824,7285.850098,7314.790039,7314.790039,20439900,244,2020,12,11,4
14/12/2020,7315.399902,7487.990234,7315.399902,7396.379883,7396.379883,35747400,245,2020,12,14,0
15/12/2020,7395.330078,7422.450195,7373.25,7398.200195,7398.200195,17500000,246,2020,12,15,1
16/12/2020,7397.899902,7508.370117,7397.899902,7457.069824,7457.069824,27157300,247,2020,12,16,2
17/12/2020,7456.709961,7527.259766,7396.390137,7423.899902,7423.899902,19128500,248,2020,12,17,3
18/12/2020,7425.080078,7468.580078,7253.939941,7423.990234,7423.990234,30066100,249,2020,12,18,4
21/12/2020,7423.990234,7423.990234,7168.459961,7302.060059,7302.060059,23461400,250,2020,12,21,0
22/12/2020,7302.709961,7372.220215,7296.240234,7347.569824,7347.569824,23902800,251,2020,12,22,1
23/12/2020,7347.640137,7474.660156,7347.640137,7474.660156,7474.660156,15637800,252,2020,12,23,2
24/12/2020,7479.350098,7500.740234,7424.160156,7455.759766,7455.759766,5413900,253,2020,12,24,3
29/12/2020,7456.459961,7558.009766,7451.959961,7552.899902,7552.899902,18235400,254,2020,12,29,1
30/12/2020,7553.870117,7584.459961,7525.02002,7531.529785,7531.529785,10682100,255,2020,12,30,2
31/12/2020,7531.529785,7531.529785,7376.330078,7376.330078,7376.330078,8261900,256,2020,12,31,3
04/01/2021,7390.529785,7601.910156,7390.529785,7493.569824,7493.569824,28005200,257,2021,1,4,0
05/01/2021,7498.310059,7502.509766,7335.879883,7384.140137,7384.140137,31955300,258,2021,1,5,1
06/01/2021,7383.740234,7739.959961,7383.740234,7713.540039,7713.540039,28846500,259,2021,1,6,2
07/01/2021,7723.009766,7814.899902,7705.549805,7760.069824,7760.069824,25490000,260,2021,1,7,3
08/01/2021,7760.799805,7834.77002,7700.649902,7700.649902,7700.649902,22662600,261,2021,1,8,4
11/01/2021,7700.509766,7750.180176,7618.540039,7646.680176,7646.680176,32516600,262,2021,1,11,0
12/01/2021,7641.950195,7697.040039,7637.549805,7667.97998,7667.97998,18633400,263,2021,1,12,1
13/01/2021,7670.459961,7695.819824,7565.689941,7565.689941,7565.689941,34026200,264,2021,1,13,2
14/01/2021,7565.689941,7604.100098,7528.450195,7571.080078,7571.080078,25180200,265,2021,1,14,3
15/01/2021,7555.109863,7566.109863,7478.370117,7523.410156,7523.410156,47820000,266,2021,1,15,4
18/01/2021,7524.259766,7528.009766,7437.240234,7445.339844,7445.339844,12907100,267,2021,1,18,0
19/01/2021,7445.899902,7508.850098,7441.240234,7446.47998,7446.47998,18531900,268,2021,1,19,1
20/01/2021,7457.839844,7494.649902,7427.299805,7456.899902,7456.899902,32551100,269,2021,1,20,2
21/01/2021,7435.77002,7538.029785,7435.77002,7476.180176,7476.180176,22822100,270,2021,1,21,3
22/01/2021,7476.129883,7480.339844,7289.060059,7354.25,7354.25,33456000,271,2021,1,22,4
25/01/2021,7353.97998,7392.890137,7189.569824,7206.589844,7206.589844,24370100,272,2021,1,25,0
26/01/2021,7206.259766,7289.399902,7206.259766,7247.459961,7247.459961,25105000,273,2021,1,26,1
27/01/2021,7248.339844,7248.339844,7030.47998,7070.240234,7070.240234,35858500,274,2021,1,27,2
28/01/2021,7064.77002,7172.779785,6969.649902,7146.410156,7146.410156,29054100,275,2021,1,28,3
29/01/2021,7147.080078,7147.080078,7023.529785,7047.299805,7047.299805,27942500,276,2021,1,29,4
01/02/2021,7030.009766,7148.02002,7023.319824,7125.509766,7125.509766,19696600,277,2021,2,1,0
02/02/2021,7123.319824,7306.52002,7123.319824,7301.450195,7301.450195,28419500,278,2021,2,2,1
03/02/2021,7306.399902,7393.419922,7306.399902,7337.609863,7337.609863,25969000,279,2021,2,3,2
04/02/2021,7337.850098,7378.970215,7277.129883,7358.02002,7358.02002,18940500,280,2021,2,4,3
05/02/2021,7358.580078,7425.290039,7345.689941,7361.959961,7361.959961,18490100,281,2021,2,5,4
08/02/2021,7363.799805,7419.75,7353.720215,7360.700195,7360.700195,14706000,282,2021,2,8,0
09/02/2021,7360.379883,7390.379883,7308.740234,7334.299805,7334.299805,20450100,283,2021,2,9,1
10/02/2021,7333.149902,7386.640137,7220.560059,7259.899902,7259.899902,18706000,284,2021,2,10,2
11/02/2021,7259.759766,7298.089844,7168.890137,7236.359863,7236.359863,23175600,285,2021,2,11,3
12/02/2021,7235.290039,7286.850098,7163.109863,7278.709961,7278.709961,60164200,286,2021,2,12,4
15/02/2021,7282.509766,7378.939941,7282.509766,7362.560059,7362.560059,45134300,287,2021,2,15,0
16/02/2021,7362.609863,7473.930176,7313.939941,7339.180176,7339.180176,16717200,288,2021,2,16,1
17/02/2021,7341.939941,7350.959961,7264.839844,7300.569824,7300.569824,42987800,289,2021,2,17,2
18/02/2021,7300.759766,7337.870117,7224.089844,7244.879883,7244.879883,26340700,290,2021,2,18,3
19/02/2021,7246.959961,7385.899902,7246.959961,7370.740234,7370.740234,29086200,291,2021,2,19,4
22/02/2021,7370.740234,7466.790039,7318.279785,7453.439941,7453.439941,27162100,292,2021,2,22,0
23/02/2021,7451.02002,7533.779785,7350.560059,7412.890137,7412.890137,35999100,293,2021,2,23,1
24/02/2021,7412.330078,7534.290039,7412.259766,7515.419922,7515.419922,30874200,294,2021,2,24,2
25/02/2021,7525.890137,7567.509766,7432.220215,7441.709961,7441.709961,39371600,295,2021,2,25,3
26/02/2021,7435.939941,7435.939941,7304.910156,7341.47998,7341.47998,32883300,296,2021,2,26,4
01/03/2021,7345.279785,7536.470215,7345.279785,7517.720215,7517.720215,22867000,297,2021,3,1,0
02/03/2021,7518.680176,7604.77002,7494.77002,7537.990234,7537.990234,26387900,298,2021,3,2,1
03/03/2021,7538.120117,7751.569824,7538.120117,7751.569824,7751.569824,26824800,299,2021,3,3,2
04/03/2021,7751.009766,7811.700195,7685.390137,7809.839844,7809.839844,28959500,300,2021,3,4,3
05/03/2021,7809.959961,7809.959961,7619.600098,7629.669922,7629.669922,30797500,301,2021,3,5,4
08/03/2021,7628.72998,7815.319824,7628.72998,7812.930176,7812.930176,24942800,302,2021,3,8,0
09/03/2021,7812.5,7893,7779.899902,7871.330078,7871.330078,28249600,303,2021,3,9,1
10/03/2021,7868.899902,7894.120117,7806.609863,7869.97998,7869.97998,39761000,304,2021,3,10,2
11/03/2021,7885.080078,8023.850098,7885.080078,7998.779785,7998.779785,26779100,305,2021,3,11,3
12/03/2021,7998.450195,8008.689941,7919.569824,7976.350098,7976.350098,21539000,306,2021,3,12,4
15/03/2021,7976.97998,8148.120117,7976.97998,8068.439941,8068.439941,16650000,307,2021,3,15,0
16/03/2021,8069.419922,8116.399902,8038.52002,8079.890137,8079.890137,159600,308,2021,3,16,1
17/03/2021,8079.72998,8079.72998,7999.990234,8048.339844,8048.339844,141900,309,2021,3,17,2
18/03/2021,8048.339844,8116.129883,8008.859863,8096.640137,8096.640137,25850300,310,2021,3,18,3
19/03/2021,8094.439941,8094.439941,7969.890137,7998.720215,7998.720215,28988400,311,2021,3,19,4
22/03/2021,8004.379883,8004.379883,7856.25,7951.930176,7951.930176,20641800,312,2021,3,22,0
23/03/2021,7954.720215,7981.640137,7910.930176,7934.490234,7934.490234,23533100,313,2021,3,23,1
24/03/2021,7934.709961,8002.109863,7847.689941,7965.560059,7965.560059,15055800,314,2021,3,24,2
25/03/2021,7969.370117,7979.970215,7885.569824,7975.810059,7975.810059,20541200,315,2021,3,25,3
26/03/2021,7975.240234,8116.370117,7967.600098,8083.660156,8083.660156,23927700,316,2021,3,26,4
29/03/2021,8083.169922,8109.810059,8034.799805,8038.850098,8038.850098,16895700,317,2021,3,29,0
30/03/2021,8043.589844,8113.720215,8043.589844,8106,8106,18356900,318,2021,3,30,1
31/03/2021,8106.27002,8168.779785,8068.689941,8083.97998,8083.97998,27236000,319,2021,3,31,2
01/04/2021,8084.009766,8132.370117,8081.359863,8103.319824,8103.319824,14250000,320,2021,4,1,3
06/04/2021,8103.740234,8179.439941,8103.740234,8153.370117,8153.370117,18978300,321,2021,4,6,1
07/04/2021,8098.660156,8136.149902,8060.029785,8131.379883,8131.379883,32422400,322,2021,4,7,2
08/04/2021,8137.450195,8137.450195,8066.97998,8127.109863,8127.109863,23853500,323,2021,4,8,3
09/04/2021,8130.910156,8163.5,8098.080078,8117.120117,8117.120117,18200300,324,2021,4,9,4
12/04/2021,8118.529785,8118.529785,8029.470215,8043.580078,8043.580078,14175600,325,2021,4,12,0
13/04/2021,8043.549805,8123.029785,8017.120117,8044.870117,8044.870117,23350500,326,2021,4,13,1
14/04/2021,8046.330078,8052.790039,7996.02002,8039.049805,8039.049805,16140700,327,2021,4,14,2
15/04/2021,8039.930176,8073.279785,7997.25,8028.069824,8028.069824,19882500,328,2021,4,15,3
16/04/2021,8025.689941,8163.390137,8025.689941,8153.370117,8153.370117,33584900,329,2021,4,16,4
19/04/2021,8152.629883,8213.910156,8121.089844,8148.540039,8148.540039,33791200,330,2021,4,19,0
20/04/2021,8147.589844,8150.509766,7956,7967.399902,7967.399902,23905200,331,2021,4,20,1
21/04/2021,7967.569824,8025.299805,7925.299805,7986.859863,7986.859863,27433600,332,2021,4,21,2
22/04/2021,7985.290039,8043.049805,7985.290039,8020.25,8020.25,13089100,333,2021,4,22,3
23/04/2021,8012.419922,8077.049805,7992.200195,8072.180176,8072.180176,23063300,334,2021,4,23,4
26/04/2021,8071.660156,8174.799805,8067.959961,8154.47998,8154.47998,16384500,335,2021,4,26,0
27/04/2021,8154.819824,8180.009766,8132.350098,8165.879883,8165.879883,19525900,336,2021,4,27,1
28/04/2021,8163.330078,8217.400391,8144.72998,8207.200195,8207.200195,13879300,337,2021,4,28,2
29/04/2021,8216.169922,8250.780273,8144.120117,8172.310059,8172.310059,17396900,338,2021,4,29,3
30/04/2021,8184.200195,8211.219727,8092.970215,8092.970215,8092.970215,31974500,339,2021,4,30,4
04/05/2021,8093.399902,8192.370117,7994.049805,7999.75,7999.75,20245000,340,2021,5,4,1
05/05/2021,7999.899902,8290.049805,7999.899902,8290.049805,8290.049805,44896600,341,2021,5,5,2
06/05/2021,8290.049805,8337.519531,8258.330078,8301.509766,8301.509766,32853000,342,2021,5,6,3
07/05/2021,8302.139648,8359.650391,8259.950195,8336.549805,8336.549805,15475900,343,2021,5,7,4
10/05/2021,8337.980469,8366.450195,8296.919922,8322.660156,8322.660156,18769100,344,2021,5,10,0
11/05/2021,8320.459961,8320.459961,8082.759766,8124.299805,8124.299805,19851300,345,2021,5,11,1
12/05/2021,8124.02002,8129.879883,8024.149902,8073.75,8073.75,32743600,346,2021,5,12,2
13/05/2021,8071.359863,8071.359863,7885.27002,7998.600098,7998.600098,16241100,347,2021,5,13,3
14/05/2021,7999.970215,8110.140137,7999.970215,8101.870117,8101.870117,14176500,348,2021,5,14,4
17/05/2021,8101.870117,8169.350098,8045.47998,8049.350098,8049.350098,17146500,349,2021,5,17,0
18/05/2021,8048.870117,8141.879883,8044.100098,8050.72998,8050.72998,63820000,350,2021,5,18,1
19/05/2021,8050.72998,8050.72998,7847.140137,7927.830078,7927.830078,28638400,351,2021,5,19,2
20/05/2021,7929.129883,8019.75,7890.419922,8011.509766,8011.509766,55513700,352,2021,5,20,3
21/05/2021,8013.02002,8153.629883,7995.970215,8129.689941,8129.689941,15533400,353,2021,5,21,4
24/05/2021,8129.689941,8159.220215,8101.040039,8157.919922,8157.919922,10492900,354,2021,5,24,0
25/05/2021,8158.620117,8222.759766,8158.620117,8197.370117,8197.370117,19305300,355,2021,5,25,1
26/05/2021,8193.179688,8266.339844,8192.389648,8244.799805,8244.799805,17241700,356,2021,5,26,2
27/05/2021,8244.400391,8336.849609,8231.900391,8310.290039,8310.290039,56062900,357,2021,5,27,3
28/05/2021,8307.030273,8321.490234,8274.429688,8283.299805,8283.299805,14645400,358,2021,5,28,4
31/05/2021,8283.299805,8311.740234,8231.009766,8231.769531,8231.769531,9435100,359,2021,5,31,0
01/06/2021,8231.179688,8336.290039,8231.179688,8285.669922,8285.669922,15125100,360,2021,6,1,1
02/06/2021,8286.530273,8332.580078,8263.429688,8307.790039,8307.790039,13002600,361,2021,6,2,2
03/06/2021,8307,8325.290039,8252.620117,8286.080078,8286.080078,20175600,362,2021,6,3,3
04/06/2021,8284.820313,8284.820313,8247.629883,8273.700195,8273.700195,20395400,363,2021,6,4,4
07/06/2021,8276.620117,8337.330078,8262.269531,8293.540039,8293.540039,11475400,364,2021,6,7,0
08/06/2021,8292.360352,8363.580078,8271.259766,8339.540039,8339.540039,16689200,365,2021,6,8,1
09/06/2021,8339.379883,8352.389648,8297.200195,8309.959961,8309.959961,13650800,366,2021,6,9,2
10/06/2021,8309.959961,8337.150391,8276.660156,8299.070313,8299.070313,13773000,367,2021,6,10,3
11/06/2021,8299.349609,8373.540039,8299.349609,8335.589844,8335.589844,13238200,368,2021,6,11,4
14/06/2021,8337.169922,8356.379883,8257.660156,8257.860352,8257.860352,17445400,369,2021,6,14,0
15/06/2021,8254.709961,8267.05957,8136.310059,8176.72998,8176.72998,25250700,370,2021,6,15,1
16/06/2021,8184.77002,8244.269531,8182.25,8229.509766,8229.509766,17342800,371,2021,6,16,2
17/06/2021,8227.129883,8248.160156,8195.650391,8221.669922,8221.669922,19615500,372,2021,6,17,3
18/06/2021,8222.290039,8283.980469,8071.560059,8088.950195,8088.950195,40836000,373,2021,6,18,4
21/06/2021,8080.72998,8163.779785,8009.299805,8162.779785,8162.779785,35303000,374,2021,6,21,0
22/06/2021,8189.799805,8300.299805,8164.75,8291.94043,8291.94043,22513900,375,2021,6,22,1
23/06/2021,8292.150391,8307.830078,8230.389648,8264.870117,8264.870117,75412500,376,2021,6,23,2
24/06/2021,8276.719727,8389.980469,8276.719727,8389.980469,8389.980469,24967000,377,2021,6,24,3
25/06/2021,8389.980469,8495.030273,8357.759766,8373.620117,8373.620117,19604200,378,2021,6,25,4
28/06/2021,8373.94043,8373.94043,8187.930176,8189.569824,8189.569824,14595900,379,2021,6,28,0
29/06/2021,8189.370117,8266.639648,8189.370117,8234.469727,8234.469727,41563000,380,2021,6,29,1
30/06/2021,8234.469727,8268.629883,8130.680176,8174.450195,8174.450195,24193900,381,2021,6,30,2
01/07/2021,8174.660156,8329.860352,8174.660156,8290.849609,8290.849609,17277600,382,2021,7,1,3
02/07/2021,8293.009766,8357.849609,8289.820313,8317.099609,8317.099609,23994100,383,2021,7,2,4
05/07/2021,8311.419922,8401.75,8289.719727,8393.240234,8393.240234,11674900,384,2021,7,5,0
06/07/2021,8393.55957,8412.950195,8291.389648,8315.240234,8315.240234,19662300,385,2021,7,6,1
07/07/2021,8317.400391,8372.490234,8298.900391,8343.730469,8343.730469,15707200,386,2021,7,7,2
08/07/2021,8343.509766,8343.509766,8087.350098,8141.779785,8141.779785,22583400,387,2021,7,8,3
09/07/2021,8146.72998,8255.049805,8146.72998,8236.269531,8236.269531,22795300,388,2021,7,9,4
12/07/2021,8236.269531,8254.55957,8128.779785,8193.150391,8193.150391,13108700,389,2021,7,12,0
13/07/2021,8193.150391,8213.230469,8153.709961,8153.709961,8153.709961,16778400,390,2021,7,13,1
14/07/2021,8153.549805,8166.52002,8107.799805,8117.060059,8117.060059,25484900,391,2021,7,14,2
15/07/2021,8125.660156,8137.879883,8054.600098,8078.629883,8078.629883,14543400,392,2021,7,15,3
16/07/2021,8079.169922,8140.140137,8017.839844,8050.549805,8050.549805,20606700,393,2021,7,16,4
19/07/2021,8050.129883,8050.129883,7760.040039,7793.140137,7793.140137,21713800,394,2021,7,19,0
20/07/2021,7809.189941,7898.75,7786.25,7874.779785,7874.779785,16289200,395,2021,7,20,1
21/07/2021,7875.089844,8053.759766,7875.089844,8047.700195,8047.700195,18971600,396,2021,7,21,2
22/07/2021,8048.419922,8225.30957,8048.419922,8166.5,8166.5,17640400,397,2021,7,22,3
23/07/2021,8166.810059,8260.719727,8166.810059,8250.540039,8250.540039,23057700,398,2021,7,23,4
26/07/2021,8249.55957,8289.639648,8182.439941,8272.740234,8272.740234,13637200,399,2021,7,26,0
27/07/2021,8273.129883,8309.740234,8219.780273,8289.790039,8289.790039,17395200,400,2021,7,27,1
28/07/2021,8268.280273,8364.730469,8268.280273,8349.839844,8349.839844,23822900,401,2021,7,28,2
29/07/2021,8351.459961,8405.900391,8351.459961,8385.719727,8385.719727,26344100,402,2021,7,29,3
30/07/2021,8384.910156,8384.910156,8274.599609,8324.650391,8324.650391,21070200,403,2021,7,30,4
02/08/2021,8321.299805,8421.969727,8321.299805,8354.30957,8354.30957,11715400,404,2021,8,2,0
03/08/2021,8347.530273,8404.429688,8314.790039,8337.349609,8337.349609,11039300,405,2021,8,3,1
04/08/2021,8337.709961,8418.75,8337.709961,8388.589844,8388.589844,13703100,406,2021,8,4,2
05/08/2021,8396.469727,8443.120117,8367.290039,8443.120117,8443.120117,12351900,407,2021,8,5,3
06/08/2021,8441.94043,8524.910156,8409.410156,8497.150391,8497.150391,13412800,408,2021,8,6,4
09/08/2021,8497.629883,8500.339844,8435.099609,8492.900391,8492.900391,9172100,409,2021,8,9,0
10/08/2021,8496.290039,8714.419922,8496.290039,8690.080078,8690.080078,10303700,410,2021,8,10,1
11/08/2021,8693.120117,8815.089844,8660.080078,8791.719727,8791.719727,10223900,411,2021,8,11,2
12/08/2021,8791.889648,8832.030273,8779.639648,8779.639648,8779.639648,11548900,412,2021,8,12,3
13/08/2021,8779.5,8801.120117,8768.959961,8783.280273,8783.280273,13395500,413,2021,8,13,4
16/08/2021,8778.120117,8778.120117,8674.19043,8708.080078,8708.080078,13273700,414,2021,8,16,0
17/08/2021,8705.860352,8705.860352,8646.780273,8659.700195,8659.700195,13033900,415,2021,8,17,1
18/08/2021,8659.459961,8723.839844,8659.080078,8710.55957,8710.55957,9788700,416,2021,8,18,2
19/08/2021,8691.980469,8691.980469,8515.759766,8588.889648,8588.889648,17227300,417,2021,8,19,3
20/08/2021,8588.889648,8666.070313,8568.080078,8661.379883,8661.379883,8758200,418,2021,8,20,4
23/08/2021,8661.790039,8719.879883,8635.759766,8671.25,8671.25,13462100,419,2021,8,23,0
24/08/2021,8671.370117,8737.019531,8671.370117,8702.519531,8702.519531,17754000,420,2021,8,24,1
25/08/2021,8685.160156,8814.669922,8685.160156,8814.669922,8814.669922,11204300,421,2021,8,25,2
26/08/2021,8813.230469,8856.139648,8757.820313,8850.799805,8850.799805,11856600,422,2021,8,26,3
27/08/2021,8850.599609,8862.099609,8798.959961,8841.290039,8841.290039,46700600,423,2021,8,27,4
30/08/2021,8838.94043,8893.44043,8821.139648,8855.740234,8855.740234,31311100,424,2021,8,30,0
31/08/2021,8856.019531,8877.179688,8740.660156,8786.929688,8786.929688,17409900,425,2021,8,31,1
01/09/2021,8787.360352,8853.870117,8754.519531,8779.589844,8779.589844,21386700,426,2021,9,1,2
02/09/2021,8779.589844,8824.870117,8761.780273,8788.009766,8788.009766,15960200,427,2021,9,2,3
03/09/2021,8784.019531,8802.469727,8738.080078,8798.25,8798.25,9522900,428,2021,9,3,4
06/09/2021,8797.730469,8858.830078,8790.580078,8836.589844,8836.589844,16130400,429,2021,9,6,0
07/09/2021,8835.009766,8859.629883,8808.330078,8847.790039,8847.790039,15953000,430,2021,9,7,1
08/09/2021,8847.849609,8847.849609,8696.360352,8708.900391,8708.900391,24219000,431,2021,9,8,2
09/09/2021,8708.429688,8750.469727,8585.549805,8726.330078,8726.330078,13535600,432,2021,9,9,3
10/09/2021,8728.849609,8760.299805,8651.950195,8651.950195,8651.950195,12578800,433,2021,9,10,4
13/09/2021,8651.719727,8774.400391,8651.719727,8729.719727,8729.719727,19457000,434,2021,9,13,0
14/09/2021,8731.55957,8741.169922,8670.009766,8690.339844,8690.339844,13616700,435,2021,9,14,1
15/09/2021,8690.339844,8706.44043,8623.629883,8624.089844,8624.089844,15203200,436,2021,9,15,2
16/09/2021,8625.030273,8838.410156,8625.030273,8807.599609,8807.599609,32270400,437,2021,9,16,3
17/09/2021,8808.230469,8904.75,8782.730469,8785.320313,8785.320313,36529000,438,2021,9,17,4
20/09/2021,8785.009766,8785.009766,8529.480469,8598.879883,8598.879883,17367900,439,2021,9,20,0
21/09/2021,8602.620117,8732.75,8602.620117,8639.639648,8639.639648,23439400,440,2021,9,21,1
22/09/2021,8645.209961,8849.290039,8645.209961,8814.150391,8814.150391,14393100,441,2021,9,22,2
23/09/2021,8816.799805,8882.160156,8800.55957,8800.55957,8800.55957,16310800,442,2021,9,23,3
24/09/2021,8800.25,8800.25,8711.200195,8756.379883,8756.379883,15094000,443,2021,9,24,4
27/09/2021,8758.549805,8797.280273,8655.730469,8655.730469,8655.730469,15964500,444,2021,9,27,0
28/09/2021,8651.299805,8678.790039,8461.429688,8491.669922,8491.669922,18781700,445,2021,9,28,1
29/09/2021,8500.969727,8548.80957,8434.240234,8475.639648,8475.639648,23910500,446,2021,9,29,2
30/09/2021,8476.740234,8551.040039,8379.200195,8402.129883,8402.129883,28839100,447,2021,9,30,3
01/10/2021,8402.129883,8484.75,8224.349609,8448.719727,8448.719727,17734100,448,2021,10,1,4
04/10/2021,8449.980469,8516.030273,8407.169922,8428.80957,8428.80957,17975600,449,2021,10,4,0
05/10/2021,8428.80957,8499.889648,8408.75,8474.870117,8474.870117,22415100,450,2021,10,5,1
06/10/2021,8474.299805,8474.299805,8285.30957,8378.509766,8378.509766,52890000,451,2021,10,6,2
07/10/2021,8378.469727,8489.669922,8378.469727,8469.400391,8469.400391,18005100,452,2021,10,7,3
08/10/2021,8483.519531,8483.519531,8386.469727,8420.669922,8420.669922,17029200,453,2021,10,8,4
11/10/2021,8419.69043,8419.69043,8322.160156,8374.019531,8374.019531,11817000,454,2021,10,11,0
12/10/2021,8355.080078,8355.080078,8260.790039,8344.820313,8344.820313,14650100,455,2021,10,12,1
13/10/2021,8345.129883,8412.269531,8299.780273,8404.120117,8404.120117,11342500,456,2021,10,13,2
14/10/2021,8407.269531,8471.990234,8377.089844,8465.30957,8465.30957,15436300,457,2021,10,14,3
15/10/2021,8472.620117,8587.429688,8472.620117,8546.19043,8546.19043,15337300,458,2021,10,15,4
18/10/2021,8545.610352,8545.610352,8414.860352,8447.5,8447.5,51944500,459,2021,10,18,0
19/10/2021,8447.5,8488.019531,8404.629883,8444.240234,8444.240234,26066400,460,2021,10,19,1
20/10/2021,8445.129883,8495.900391,8415.490234,8488.990234,8488.990234,14332700,461,2021,10,20,2
21/10/2021,8489.419922,8489.419922,8383.349609,8392.650391,8392.650391,12682200,462,2021,10,21,3
22/10/2021,8398.429688,8471.230469,8392.320313,8454.110352,8454.110352,14410400,463,2021,10,22,4
25/10/2021,8454.320313,8496.530273,8447.5,8496.530273,8496.530273,10269100,464,2021,10,25,0
26/10/2021,8491.990234,8571.910156,8471.110352,8571.889648,8571.889648,17894700,465,2021,10,26,1
27/10/2021,8546.589844,8580.660156,8475.790039,8486.730469,8486.730469,10560100,466,2021,10,27,2
28/10/2021,8487.94043,8518.200195,8429.759766,8518.110352,8518.110352,17744700,467,2021,10,28,3
29/10/2021,8519.990234,8551.209961,8452.009766,8551.209961,8551.209961,19712700,468,2021,10,29,4